index,키워드,키워드_빈도,포함 인물 수,포함 인물
475,신통력,13,8,"김홍식(金鴻植), 이종명(李鍾溟), 평소상선(平沼相瑄), 김사국(金士國), 용본춘영(龍本春榮), 이종승(李鍾昇), 이주범(李柱範), 박제영(朴濟英)"
476,강진,13,9,"김성수(金性守), 양경천(梁京千), 김현균(金玄均), 김안식(金安植), 김현상(金炫庠), 황호경(黃鎬京), 양병우(梁炳宇), 김제문(金濟文), 김현봉(金炫奉)"
477,약소민족,13,7,"박상점(朴相点), 김승룡(金承龍), 이명로(李明魯), 최동석(崔東錫), 최상훈(崔相勳), 서석규(徐錫圭), 우영구(禹英九)"
478,적포,13,7,"전진극(全鎭極), 유점선(劉点善), 이양직(李亮稙), 장명식(張明植), 김응관(金應寬), 오충달(吳忠達), 김승만(金昇萬)"
479,석방,13,11,"조성철(趙誠哲), 문학연(文學淵), 최상을(崔詳을), 윤길룡(尹吉龍), 정호현(鄭豪鉉), 조신녀(趙信女), 김용대(金容大), 류동렬(柳東烈), 김화영(金華永), 김월석(金月石)"
480,입단,13,7,"김용욱(金龍煜), 정찬주(鄭贊周), 이호(李虎), 박종식(朴棕植), 이기영(李基榮), 배치문(裵致文), 유영규(劉泳奎)"
481,사령,13,8,"김환(金桓), 김욱이(金郁伊), 허영원(許永元), 손영권(孫永權), 박준병(朴峻秉), 김형로(金瀅櫓), 한호범(韓鎬範), 김현석(金鉉奭)"
482,지방,13,11,"이정로(李鼎魯), 박사직(朴思稷), 김재순(金在珣), 백천관호(白川寬鎬), 이문호(李文浩), 전정석(全廷奭), 탁계영(卓桂英), 안촌효승(安村孝昇), 박도현(朴道鉉), 윤정도(尹正道)"
483,밀양,13,8,"백희원(白熺元), 이찬수(李贊守), 정인설(鄭寅卨), 조경윤(趙景尹), 최경학(崔敬鶴), 차해규(車海奎), 김창배(金昌培), 김태원(金兌源)"
484,정평,13,5,"최풍렬(崔豊烈), 김현모(金睍模), 한영윤(韓永允), 이갑섭(李甲燮), 한태련(韓泰連)"
485,탄압,13,5,"최풍렬(崔豊烈), 김현모(金睍模), 한영윤(韓永允), 이갑섭(李甲燮), 한태련(韓泰連)"
486,관헌,13,4,"유봉춘(兪鳳春), 허윤섭(許允燮), 대강룡지조(大江龍之助), 장순영(張順英)"
487,대한국,12,11,"방재선(方在先), 김원진(金元鎭), 김태환(金泰煥), 최춘이(崔春伊), 김원휘(金原輝), 이규장(李奎章), 강대극(姜大極), 김일남(金一南), 이용돈(李容敦), 손순봉(孫順鳳)"
488,서면,12,8,"강대려(姜大呂), 전낙규(全洛奎), 여승주(呂承周), 강천성(康天成), 김익환(金翊煥), 조아당(趙亞當), 유영규(劉泳奎), 김욱이(金郁伊)"
489,사기,12,9,"강익홍(康益弘), 원이상(元利尙), 금해원주(金海源柱), 최욱(崔昱), 산전호영(山田浩榮), 김군직(金君織), 박문구(朴文龜), 독고운(獨孤雲), 김응주(金應柱)"
490,충돌,12,8,"인운식(印雲植), 문학연(文學淵), 유찬옥(柳贊玉), 인학수(印鶴洙), 최상을(崔詳을), 김용대(金容大), 고인환(高麟煥), 강찬희(姜讚熙)"
491,구장,12,10,"이봉삼(李逢三), 유영준(兪英濬), 강천성(康天成), 김천일(金千鎰), 이흥규(李興圭), 황성진(黃成진), 임수성(林秀成), 김달순(金達淳), 안용순(安龍淳), 최은영(崔殷永)"
492,파출소,12,12,"김동현(金東炫), 안종화(安鍾和), 남흥성(南興成), 김정식(金貞植), 김흔(金昕), 한종석(韓宗錫), 박종림(朴宗林), 심적룡(沈赤龍), 김익룡(金益龍), 김익중(金翊重)"
493,진력,12,11,"최두홍(崔斗洪), 최상달(崔相達), 조병국(曺炳國), 박성옥(朴成玉), 목원익(睦源益), 이구락(李龜洛), 고윤상(高崙相), 유창렬(劉昌烈), 김혁중(金赫中), 김홍규(金洪奎)"
494,북청,12,11,"김봉림(金鳳林), 안정업(安定業), 한명길(韓明吉), 고창국(高昌國), 고탁순(高鐸淳), 고진수(高鎭洙), 고한국(高翰國), 오수룡(吳壽龍), 천기수(千奇秀), 이학년(李鶴年)"
495,십수,12,12,"최선기(崔善基), 이안득(李安得), 박양근(朴亮根), 송영섭(宋寧燮), 전봉진(全鳳進), 고태현(高台鉉), 최규홍(崔圭弘), 한사연(韓士淵), 노석윤(盧錫允), 한성옥(韓成玉)"
496,지나사변,12,11,"선원기평(善元基平), 공성회(孔成檜), 김순진(金舜鎭), 상원천중(上原川重), 산전종유(山田鍾有), 산전영순(山田榮淳), 산본명근(山本命根), 박진홍(朴鎭洪), 석촌완기(石村完基), 이순금(李順今)"
497,천만,12,6,"박찬성(朴燦星), 곽대형(郭戴炯), 이약한(李約翰), 곽재형(郭載炯), 이천진(李天鎭), 이병립(李柄立)"
498,포고,12,4,"오동준(吳東俊), 임창재(任彰宰), 곽순영(郭淳英), 김익성(金益成)"
499,서류,12,4,"오동준(吳東俊), 임창재(任彰宰), 곽순영(郭淳英), 김익성(金益成)"
500,달성,12,8,"이영주(李永周), 문무명훤(文武明煊), 광전승평(廣田勝平), 홍순철(洪淳喆), 허용성(許龍成), 하야재철(河野在喆), 최붕학(崔鵬학), 오봉빈(吳鳳彬)"
501,교육,12,10,"박승호(朴勝瑚), 대산주상(大山胄相), 김한주(金漢周), 광전염규(廣田濂奎), 차영수(車永秀), 권영주(權永周), 화산영주(華山永周), 최용복(崔容福), 박택렬(朴澤烈), 조응선(趙應先)"
502,학년,12,10,"익전정구(益田廷球), 금전수평(金田守平), 장삼채(張三菜), 임기정(林基正), 동천광진(東川光辰), 김길호(金吉鎬), 정경인(定璟仁), 정기환(鄭基煥), 임민호(林玟鎬), 국한종(鞠漢鍾)"
503,정렬,12,12,"안성모(安聖模), 권덕창(權德昌), 박규준(朴奎俊), 권인환(權麟煥), 권괴응(權槐應), 이구락(李龜洛), 권태영(權泰英), 안삼선(安三先), 박주동(朴柱東), 이육상(李陸相)"
504,기도,12,8,"최병칠(崔秉七), 권영대(權寧大), 조동룡(趙東龍), 윤철(尹喆), 현기언(玄基언), 이명교(李明敎), 추재도(秋載道), 이해운(李海雲)"
505,주최,12,8,"권학석(權鶴石), 임종연(任鍾淵), 김계등(金季登), 윤차경(尹次慶), 김화진(金華鎭), 박무병(朴武炳), 김태두(金泰斗), 이초생(李初生)"
506,소동,12,6,"임찬일(林燦逸), 노말수(盧末守), 임석현(林錫鉉), 임범섭(林範燮), 금중연(琴重淵), 유북실(柳北實)"
507,협조,12,10,"김위식(金緯湜), 김운배(金○培), 김은수(金殷壽), 노동섭(魯東燮), 김병선(金秉善), 금택순룡(金澤順龍), 김상준(金賞俊), 김달문(金達文), 문봉기(文奉祺), 유정근(兪政根)"
508,대우,12,7,"금해건호(金海健鎬), 평야제(平野霽), 노산재용(盧山在容), 덕산실(德山實), 청목민수(靑木敏洙), 금택용서(金澤鏞瑞), 무성복렬(武城福烈)"
509,부호,12,8,"이종만(李鐘萬), 박상규(朴祥奎), 임봉춘(林鳳春), 중도보지극(中島保之○), 금해석(琴海汐), 하임출(河任出), 주덕기(朱德基), 박내홍(朴來洪)"
510,다음,12,12,"이상혁(李商爀), 김천일(金千鎰), 정봉수(鄭奉水), 평송수일(平松洙鎰), 박용득(朴龍得), 길포의풍(吉浦義豊), 이능렬(李能烈), 윤태병(尹泰炳), 유제섭(劉悌燮), 이재화(李載和)"
511,보급,12,9,"임종업(林鍾業), 이요습(李要習), 나정운(羅鼎雲), 김규복(金圭福), 백락도(白樂道), 임창수(林昌洙), 신영호(申鍈浩), 삼진산번(三津山繁), 천추승복(千秋承福)"
512,광고,12,10,"윤백인(尹伯仁), 양동훈(梁東勳), 송일길(宋日吉), 윤인권(尹仁權), 김규수(金奎秀), 박복구(朴福九), 박천홍(朴天洪), 김현태(金鉉泰), 신건희(申健熙), 김일영(金一永)"
513,총장,12,6,"김형준(金炯埈), 이병의(李丙儀), 차해규(車海奎), 최익무(崔翼武), 김규열(金圭烈), 김환(金桓)"
514,민회,12,12,"김규협(金奎協), 이창옥(李昌玉), 양동선(梁東璿), 김응주(金應疇), 김진오(金鎭五), 박내윤(朴來潤), 원낙구(元洛龜), 김태은(金泰은), 박인간(朴인幹), 김성수(金聖洙)"
515,예수교,12,10,"김석규(金錫圭), 오현향(吳玄鄕), 조병훈(曺秉勳), 이계창(李桂昌), 김기수(金基洙), 송포철호(松浦撤淏), 산본남규(山本南圭), 주종찬(朱宗讚), 윤원삼(尹愿三), 오상룡(吳相龍)"
516,국가,12,9,"이병관(李炳觀), 이석명(李錫明), 최미형(崔미亨), 신일용(辛日鎔), 김명식(金明植), 김낙구(金樂九), 송강헌중(松岡憲重), 최두환(崔斗煥), 전중기성(田中起成)"
517,중국,12,7,"김용병(金瑢炳), 정상노태(井上魯胎), 김내찬(金○贊), 이시곤(李時坤), 무본강지(武本江之), 평전분(平田粉), 김용근(金容根)"
518,위원,12,8,"허재환(許在煥), 김한(金翰), 임양재(任良宰), 허득수(許得壽), 손영권(孫永權), 함석희(咸錫熙), 김덕곤(金德坤), 김환(金桓)"
519,조력,12,6,"유기종(柳冀宗), 편덕렬(片德烈), 김백순(金伯順), 김영진(金瑛鎭), 김명수(金明秀), 이상설(李商雪)"
520,숭일,12,6,"남궁혁(南宮爀), 한길상(韓吉祥), 이기호(李起澔), 김범수(金範洙), 서정희(徐廷禧), 최기순(崔基順)"
521,신간회,12,10,"유상묵(柳尙默), 유찬옥(柳贊玉), 한동석(韓銅錫), 장태원(張泰遠), 김상순(金尙順), 남낙진(南洛鎭), 문상직(文相直), 이경석(李璟錫), 김창한(金昌漢), 김효출(金孝出)"
522,로서,12,7,"김원벽(金元壁), 나인협(羅寅協), 이경순(李敬純), 이인영(李寅永), 여운형(呂暈亨), 차상진(車相晋), 김상혁(金相赫)"
523,발행,12,9,"유용한(柳龍翰), 이영휘(李英輝), 김영호(金永祜), 한규원(韓圭源), 표인성(俵仁性), 박창원(朴昌元), 이보만(李輔晩), 천규석(千圭錫), 김현석(金鉉奭)"
524,일제,12,12,"정완조(鄭完朝), 정창도(鄭昌道), 안학수(安學洙), 조내원(趙來源), 조석하(趙碩河), 김종희(金宗熙), 김용균(金龍均), 정국태(鄭國泰), 하명식(河明植), 조종현(趙宗玄)"
525,합의,12,10,"양주성(梁柱星), 백천관호(白川寬鎬), 김종헌(金鍾憲), 최남규(崔南奎), 민창근(閔昌根), 안촌효승(安村孝昇), 한호범(韓鎬範), 김유성(金有成), 이용하(李容河), 이상은(李相殷)"
526,목동,12,9,"조원룡(趙元龍), 김제원(金濟元), 문덕상(文德相), 박홍빈(朴弘彬), 문무상(文武祥), 이종봉(李宗鳳), 신근수(申根秀), 염우익(廉愚益), 김응률(金應律)"
527,장진군,12,6,"원이돌(元李突), 명치택(明治澤), 한창순(韓昌順), 한창룡(韓昌龍), 김창심(金昌深), 한하용(韓夏鏞)"
528,토리,12,6,"원이돌(元李突), 명치택(明治澤), 한창순(韓昌順), 한창룡(韓昌龍), 김창심(金昌深), 한하용(韓夏鏞)"
529,게시판,12,11,"오용진(吳龍辰), 유인경(柳寅景), 박필주(朴弼周), 최영식(崔永植), 이대흥(李大興), 김치수(金致壽), 임두췌(林斗膵), 황성진(黃成진), 심응주(沈應宙), 오기열(吳基烈)"
530,공갈,12,6,"유선주(劉善柱), 전낙규(全洛奎), 김학봉(金學鳳), 윤영주(尹永周), 이호(李虎), 최용억(崔龍億)"
531,방조,12,7,"전상준(全相俊), 진진권(陳振權), 홍순철(洪淳喆), 김한(金翰), 한진교(韓震敎), 박노동(朴魯東), 신화수(申華秀)"
532,독판부,12,6,"나성호(羅聖鎬), 한동욱(韓東郁), 최필주(崔弼柱), 이재하(李載夏), 김희균(金熙均), 정희용(鄭熙鎔)"
533,도록,12,7,"유인봉(柳寅奉), 천병권(千秉權), 나효균(羅孝均), 이교필(李敎필), 박종연(朴鍾連), 진봉재(陳奉才), 추성렬(秋成烈)"
534,산화,12,12,"풍전수홍(豊田修弘), 신원국웅(新原國雄), 박정은(朴正殷), 방산용모(方山容模), 송본문홍(松本文弘), 화산영주(華山永周), 산본병희(山本秉喜), 아산진영(牙山軫榮), 산본일근(山本一根), 횡전융웅(橫田隆雄)"
535,승리,12,7,"월촌영주(月村英柱), 송산국광(松山國光), 성본현서(城本賢書), 오건영(吳建泳), 산본기웅(山本起雄), 유제탁(柳帝鐸), 옥원기복(玉原基福)"
536,주의,12,9,"안두종(安斗鍾), 장진근(張鎭根), 장지림(張志林), 이최환(李最煥), 현건식(玄建植), 이정연(李鼎淵), 최부은(崔溥殷), 청산을규(靑山乙圭), 이원겸(李元謙)"
537,진남,11,6,"백태산(白泰山), 정순만(鄭順萬), 강규수(姜奎壽), 정종락(鄭宗樂), 이성구(李聲九), 조태행(趙泰行)"
538,유리,11,6,"백태산(白泰山), 정순만(鄭順萬), 강규수(姜奎壽), 정종락(鄭宗樂), 이성구(李聲九), 조태행(趙泰行)"
539,성화,11,6,"백태산(白泰山), 정순만(鄭順萬), 강규수(姜奎壽), 정종락(鄭宗樂), 이성구(李聲九), 조태행(趙泰行)"
540,궐기,11,6,"이영규(李永奎), 박성오(朴星午), 김조길(金祚吉), 신석창(辛錫昌), 윤기현(尹基鉉), 강달영(姜達永)"
541,정규,11,7,"김용규(金容奎), 김규열(金圭烈), 김태을(金太乙), 신조경(申朝庚), 최익무(崔翼武), 강대열(姜大烈), 안상룡(安尙龍)"
542,경주,11,11,"김병환(金○煥), 손봉호(孫鳳鎬), 곽영조(郭永祚), 이성우(李成宇), 최성규(崔成奎), 강상진(姜詳振), 최수봉(崔秀峰), 김재수(金在洙), 김영만(金永萬), 손망익(孫望翼)"
543,모두,11,9,"김영두(金榮斗), 김유성(金有聲), 이찬수(李贊守), 강완주(姜完珠), 금본원길(金本元吉), 송재옥(宋在玉), 김석로(金錫魯), 김태원(金兌源), 김기운(金基云)"
544,시국,11,7,"강원도린(江原道麟), 송포철호(松浦撤淏), 횡산남두(橫山南斗), 안전병기(安田炳耆), 대산인효(大山仁孝), 고목승(高木昇), 본원실(本原實)"
545,선포,11,10,"강익홍(康益弘), 원이상(元利尙), 문상직(文相直), 오수룡(吳壽龍), 천기수(千奇秀), 김군직(金君織), 박문구(朴文龜), 독고운(獨孤雲), 김응주(金應柱), 김사익(金士翼)"
546,차별,11,7,"평야제(平野霽), 노산재용(盧山在容), 국본창근(國本蒼根), 청목민수(靑木敏洙), 강전병진(姜田炳辰), 풍본영길(豊本英吉), 무성복렬(武城福烈)"
547,방면,11,9,"이남하(李南夏), 전옥결(全玉결), 강진빈(康鎭彬), 박영운(朴永運), 정인설(鄭寅卨), 진성구(陳聖九), 이춘우(李春雨), 고한명(高韓明), 이해붕(李海鵬)"
548,임명,11,10,"김제(金濟), 김재봉(金在鳳), 강학인(姜學仁), 이조승(李潮承), 김병훈(金秉勳), 조석홍(曺錫洪), 박도현(朴道鉉), 이주성(李周性), 안상길(安相吉), 이성린(李成麟)"
549,위조,11,3,"고광하(高光夏), 정태영(鄭泰英), 안우선(安祐璿)"
550,정리,11,8,"유형근(兪亨根), 화산인승(華山寅承), 류용준(柳龍俊), 고병국(高炳國), 영신행(榮信行), 이인환(李仁煥), 전종진(全鍾晉), 김해룡(金海龍)"
551,행복,11,9,"김봉구(金鳳九), 송환순(宋煥淳), 고산규협(高山圭俠), 유원남(兪元男), 이용운(李用運), 이한성(李漢聖), 안전임일랑(安田稔一郞), 향원순완(香原淳完), 곡산영덕(谷山永德)"
552,주장,11,11,"김준영(金俊永), 박찬성(朴燦星), 김백경(金白敬), 류낙수(柳洛秀), 고신봉(高信鳳), 장봉주(張鳳柱), 어수갑(魚秀甲), 차제남(車制南), 김초채(金初彩), 최용현(崔用鉉)"
553,정기,11,5,"양원계초(良元啓超), 공흥문(孔興文), 조일두생(朝日斗生), 양원붕진(良元鵬進), 야산태옥(野山泰玉)"
554,격문,11,8,"김용술(金用述), 김태준(金泰濬), 이신규(李藎珪), 류면희(柳冕熙), 박태언(朴泰彦), 이천진(李天鎭), 구호렬(具鎬烈), 김두옥(金斗玉)"
555,정부,11,9,"산전우차량(山田祐次良), 송포철호(松浦撤淏), 차태준(車泰俊), 김혜종(金惠鍾), 이용운(李用運), 하상대(河相大), 산본남규(山本南圭), 유창렬(劉昌烈), 궁본근호(宮本根鎬)"
556,다시,11,9,"김인묵(金仁默), 이재순(李載淳), 권담(權澹), 횡산남두(橫山南斗), 이시종(李時鍾), 최돈영(崔燉瑛), 이상로(李祥老), 홍성희(洪性熹), 박상점(朴相点)"
557,상해임시정부,11,8,"송강선(宋岡瑄), 김영기(金寧基), 이문호(李文浩), 이언강(李彦綱), 남진희(南軫熙), 문창수(文昌洙), 권오상(權五相), 김창렬(金昌洌)"
558,칭하,11,11,"박항택(朴恒澤), 이두춘(李斗春), 최진순(崔瑨淳), 이점백(李點伯), 권익환(權益煥), 김종진(金鍾鎭), 권중택(權重澤), 김태상(金台尙), 김공망(金公望), 이종익(李種益)"
559,참여,11,8,"권철(權鐵), 조성은(趙成殷), 지산문규(智山文圭), 남원신행(南原信行), 손창현(孫昌鉉), 박희빈(朴熙彬), 요영국(姚永國), 임창숙(林昌淑)"
560,단체,11,5,"김순천(金順天), 이홍채(李鴻采), 남세혁(南世爀), 권필호(權弼浩), 박우홍(朴禹弘)"
561,근무,11,5,"김석(金晳), 안정형(安井亨), 금강무명(金岡茂明), 금산규석(金山圭奭), 백천의웅(白川義雄)"
562,샌프란시스코,11,5,"산성능진(山城能珍), 안정형(安井亨), 금강무명(金岡茂明), 금산규석(金山圭奭), 백천의웅(白川義雄)"
563,의사,11,6,"김희주(金禧柱), 손치우(孫致祐), 김운화(金雲化), 이창환(李昌奐), 금궁굉(金宮宏), 박만관(朴萬官)"
564,보전,11,10,"금택정필(金澤正弼), 암본복길(岩本福吉), 배본창생(裵本昌生), 행전오직(幸田五稷), 대산재수(大山在洙), 동권정욱(東權正昱), 선성해직(宣城海稙), 유택건차랑(柳澤健次郞), 금전경동(金田敬東), 금성광섭(金星珖燮)"
565,고양,11,10,"금택정필(金澤正弼), 암본복길(岩本福吉), 배본창생(裵本昌生), 행전오직(幸田五稷), 대산재수(大山在洙), 동권정욱(東權正昱), 선성해직(宣城海稙), 유택건차랑(柳澤健次郞), 금전경동(金田敬東), 금성광섭(金星珖燮)"
566,단결,11,9,"한남수(韓南洙), 평야제(平野霽), 노산재용(盧山在容), 유상묵(柳尙默), 금해원주(金海源柱), 장태원(張泰遠), 산전호영(山田浩榮), 문상직(文相直), 금원이정(金原二正)"
567,실력,11,10,"청촌의(淸村義), 부영황(富永晃), 영가태웅(永佳泰雄), 금주수의(金洲守誼), 길전쾌복(吉田快福), 이정섭(李晶燮), 낭산정섭(郎山正燮), 화전유항(和田有恒), 남평우준(楠坪祐雋), 신정효준(新井孝濬)"
568,환영,11,8,"방본홍벽(邦本鴻壁), 김낙영(金洛永), 장원한철(張元漢哲), 이명로(李明魯), 최동석(崔東錫), 최상훈(崔相勳), 김종일(金宗日), 금천형민(金川炯敏)"
569,서당,11,8,"방재선(方在先), 김태환(金泰煥), 이금석(李錦錫), 유병관(劉秉寬), 호찬용(胡粲鏞), 주종찬(朱宗讚), 김경권(金京權), 김용근(金容根)"
570,주재,11,6,"임수근(林水根), 장문섭(張文燮), 한동규(韓東圭), 한경복(韓景福), 이창운(李昌雲), 김기석(金基碩)"
571,대가,11,9,"최선기(崔善基), 박경래(朴京來), 박양근(朴亮根), 송영섭(宋寧燮), 전봉진(全鳳進), 최규홍(崔圭弘), 이천진(李天鎭), 김기운(金基云), 이병립(李柄立)"
572,관리,11,6,"김내찬(金○贊), 김은수(金殷壽), 홍남표(洪南杓), 김달문(金達文), 김재열(金載說), 백금억(白金億)"
573,수령,11,9,"김병연(金秉璉), 유성우(柳晟佑), 손창현(孫昌鉉), 김두백(金枓白), 이인영(李麟榮), 이정섭(李晶燮), 천규석(千圭錫), 이관혁(李觀爀), 노춘만(盧春萬)"
574,김좌진,11,5,"유기종(柳冀宗), 김백순(金伯順), 김영진(金瑛鎭), 김명수(金明秀), 이상설(李商雪)"
575,자택,11,11,"김석진(金錫振), 여승주(呂承周), 황학선(黃鶴善), 김판경(金判慶), 이기칙(李基則), 이백룡(李白龍), 김진룡(金震龍), 김민두(金玟斗), 화촌원섭(花村元燮), 유홍조(柳弘祚)"
576,일행,11,5,"김성호(金聖灝), 박세건(朴世鍵), 이담(李擔), 김좌국(金佐國), 김병제(金炳濟)"
577,축하,11,8,"장병준(張炳俊), 김봉기(金奉琪), 김조길(金祚吉), 이용도(李龍道), 이원범(李元汎), 송윤진(宋潤鎭), 이관배(李官培), 송인호(宋仁昊)"
578,회원,11,9,"이대정(李大鼎), 안등명식(安藤明埴), 박치대(朴致玳), 김사구(金思九), 임병구(林炳九), 김응두(金應斗), 정의식(鄭宜植), 유흥준(兪興濬), 김효출(金孝出)"
579,설명,11,8,"임부득(任富得), 김영운(金泳運), 유축운(柳丑運), 김의홍(金義弘), 어수갑(魚秀甲), 유극창(柳極昌), 산본정걸(山本正杰), 손규철(孫奎哲)"
580,증서,11,6,"이영휘(李英輝), 김영호(金永祜), 박창원(朴昌元), 이윤강(李允康), 이영훈(李榮薰), 김환(金桓)"
581,평양,11,11,"박정찬(朴貞燦), 김예진(金禮鎭), 이일영(李一永), 김인환(金仁煥), 이근섭(李根燮), 편덕렬(片德烈), 황용연(黃龍淵), 김이제(金利濟), 박인관(朴仁寬), 정일선(丁一善)"
582,동우회,11,11,"안등명식(安藤明埴), 채희천(蔡希天), 허용성(許龍成), 오경숙(吳敬淑), 김항복(金恒福), 청산하현(靑山夏鉉), 백응현(白應賢), 김용장(金庸壯), 장학병(張學秉), 오원익은(吳元翊殷)"
583,국치,11,5,"정태영(鄭泰英), 안우선(安祐璿), 김응관(金應寬), 이병철(李秉澈), 김태규(金泰珪)"
584,연락,11,9,"대천종덕(大川宗德), 이승필(李承弼), 김충규(金忠圭), 김한(金翰), 이일영(李一永), 김이제(金利濟), 박인관(朴仁寬), 정일선(丁一善), 민강(閔강)"
585,공보,11,7,"정태영(鄭泰英), 이정률(李廷律), 이병의(李丙儀), 이필동(李弼東), 김청풍(金淸風), 김치현(金致鉉), 김치은(金致殷)"
586,군수,11,10,"이용헌(李容獻), 대천종덕(大川宗德), 홍봉관(洪鳳官), 이병익(李炳翼), 탁은상(卓殷相), 조종협(趙鍾協), 이용규(李龍奎), 박성욱(朴性煜), 박수항(朴受恒), 박수동(朴壽東)"
587,성리,11,7,"장문섭(張文燮), 조규학(曺圭鶴), 손종한(孫宗漢), 류관수(柳寬秀), 한경복(韓景福), 홍윤식(洪倫植), 방세창(方世昌)"
588,일본군,11,6,"추전미수(秋田美穗), 무본강지(武本江之), 지산수암(芝山秀巖), 청수창길(淸水昌吉), 상산병하(常山炳夏), 수원종득(水原綜得)"
589,비단,10,5,"강극모(姜克模), 김기형(金璂瀅), 유상렬(柳相烈), 유영규(劉泳奎), 이작(李芍)"
590,의주군,10,6,"백금억(白金億), 이재곤(李在坤), 강기진(姜基珍), 김재열(金載說), 김덕곤(金德坤), 윤하민(尹河民)"
591,신창면,10,5,"강복개(姜福介), 김양순(金良順), 이창균(李昌均), 이상균(李相均), 박진화(朴秦和)"
592,산위,10,5,"강복개(姜福介), 김양순(金良順), 이창균(李昌均), 이상균(李相均), 박진화(朴秦和)"
593,협력,10,6,"곽대형(郭戴炯), 한의룡(韓義龍), 정원태철(井原泰哲), 강산도웅(岡山道雄), 김홍엽(金弘燁), 윤철(尹喆)"
594,자극,10,10,"김병환(金○煥), 곽영조(郭永祚), 이성우(李成宇), 최성규(崔成奎), 강상진(姜詳振), 김태연(金泰淵), 문정환(文廷煥), 홍득린(洪得麟), 김재수(金在洙), 김종수(金琮洙)"
595,종사,10,5,"조기수(趙基洙), 강영필(姜永弼), 장래주(張來周), 조기홍(趙琪洪), 김정국(金丁國)"
596,구국,10,7,"고일청(高一淸), 장홍해(張鴻海), 강일(姜鎰), 신규식(申圭植), 임순남(林順男), 이득수(李得壽), 정법모(鄭法謨)"
597,알리,10,9,"김자봉(金子鳳), 권대완(權大完), 강진빈(康鎭彬), 이종철(李鍾喆), 어수갑(魚秀甲), 목원관복(木元寬復), 이능렬(李能烈), 조경윤(趙景尹), 김보곤(金寶坤)"
598,상황,10,5,"강진빈(康鎭彬), 경산점순(慶山点順), 김창배(金昌培), 유상렬(柳相烈), 본원실(本原實)"
599,반드시,10,7,"고산규협(高山圭俠), 월촌영주(月村英柱), 파산민웅(坡山敏雄), 최용복(崔容福), 안전임일랑(安田稔一郞), 강포구(姜蒲求), 장수의영(長水義瑛)"
600,붙이,10,8,"박제범(朴齊範), 김석준(金石準), 허홍(許鴻), 윤상훈(尹相勳), 고덕찬(高德燦), 오기열(吳基烈), 송병천(宋秉天), 송상옥(宋尙玉)"
601,태백산,10,5,"고병률(高炳律), 류형남(柳亨南), 최익한(崔翼漢), 류형호(柳亨浩), 양병효(梁秉孝)"
602,존신,10,5,"고병률(高炳律), 류형남(柳亨南), 최익한(崔翼漢), 류형호(柳亨浩), 양병효(梁秉孝)"
603,표면,10,10,"최두홍(崔斗洪), 채희천(蔡希天), 조병국(曺炳國), 박성옥(朴成玉), 목원익(睦源益), 장학병(張學秉), 고윤상(高崙相), 김혁중(金赫中), 김홍규(金洪奎), 이용하(李容河)"
604,표방,10,10,"최두홍(崔斗洪), 채희천(蔡希天), 조병국(曺炳國), 박성옥(朴成玉), 목원익(睦源益), 장학병(張學秉), 고윤상(高崙相), 김혁중(金赫中), 김홍규(金洪奎), 이용하(李容河)"
605,참살,10,5,"고제몽(高濟夢), 김한영(金翰永), 구연준(具然濬), 김영희(金永禧), 조봉암(曹奉岩)"
606,교구장,10,10,"김봉림(金鳳林), 안정업(安定業), 한명길(韓明吉), 고창국(高昌國), 김원걸(金元杰), 김응도(金應道), 고탁순(高鐸淳), 고진수(高鎭洙), 고한국(高翰國), 김인향(金麟鄕)"
607,임정,10,6,"김규열(金圭烈), 고태현(高台鉉), 한사연(韓士淵), 노석윤(盧錫允), 최익무(崔翼武), 한성옥(韓成玉)"
608,종이,10,10,"오용진(吳龍辰), 이병철(李丙哲), 임두췌(林斗膵), 김판경(金判慶), 이종철(李鍾喆), 윤태환(尹泰煥), 공수명(孔壽命), 주종찬(朱宗讚), 허선일(許先一), 안경춘(安敬春)"
609,열망,10,8,"송종근(宋鍾根), 이병철(李丙哲), 금천상준(金川相俊), 최익한(崔益翰), 김유인(金裕寅), 김시중(金時中), 최일만(崔壹萬), 공수명(孔壽命)"
610,경비,10,9,"윤백인(尹伯仁), 양동훈(梁東勳), 김규수(金奎秀), 공연규(孔연圭), 박복구(朴福九), 박천홍(朴天洪), 김현태(金鉉泰), 신건희(申健熙), 김익배(金益培)"
611,원수,10,4,"곽대형(郭戴炯), 이천진(李天鎭), 곽재형(郭載炯), 이병립(李柄立)"
612,국장,10,7,"김응두(金應斗), 김관신(金觀新), 곽재형(郭載炯), 류면희(柳冕熙), 이천진(李天鎭), 김종현(金宗鉉), 이병립(李柄立)"
613,적색,10,8,"선태섭(宣太燮), 안종익(安鍾翊), 박만춘(朴萬春), 김부득(金富○), 정은찬(鄭恩燦), 이두춘(李斗春), 김규복(金圭福), 구오현(具五鉉)"
614,로부터,10,8,"대산주상(大山胄相), 김경렬(金璟烈), 이철응(李喆應), 김영두(金英斗), 함희성(咸熙晟), 이병규(李秉珪), 박내홍(朴來洪), 궁본근호(宮本根鎬)"
615,백장,10,6,"권학석(權鶴石), 홍명희(洪命喜), 김계등(金季登), 윤차경(尹次慶), 김화진(金華鎭), 김태두(金泰斗)"
616,중경,10,4,"안정형(安井亨), 금산규석(金山圭奭), 금강무명(金岡茂明), 백천의웅(白川義雄)"
